fid,feature_id,rdf_seeals,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,solar_Ener,pand_id_16,identificatie,EnergyEst
2093,1176784,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203261,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,135.746,1.53E+14,NL.IMBAG.Pand.0153100000203261,135.746
2094,1251649,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000286202,1.53E+14,1967,Pand in gebruik,woonfunctie,127,127,1,184.225,1.53E+14,NL.IMBAG.Pand.0153100000286202,184.225
2095,1220175,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244475,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,154.693,1.53E+14,NL.IMBAG.Pand.0153100000244475,154.693
2096,1250916,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000285664,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,144.374,1.53E+14,NL.IMBAG.Pand.0153100000285664,144.374
2097,1225637,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000255185,1.53E+14,1967,Pand in gebruik,,,,0,45.31,1.53E+14,NL.IMBAG.Pand.0153100000255185,45.31
2098,1196745,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000221471,1.53E+14,1967,Pand in gebruik,,,,0,63.965,1.53E+14,NL.IMBAG.Pand.0153100000221471,63.965
2099,1179781,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204673,1.53E+14,1967,Pand in gebruik,woonfunctie,107,107,1,201.969,1.53E+14,NL.IMBAG.Pand.0153100000204673,201.969
2100,1221774,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000254118,1.53E+14,1967,Pand in gebruik,woonfunctie,125,125,1,156.181,1.53E+14,NL.IMBAG.Pand.0153100000254118,156.181
2101,1222421,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000249990,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,166.778,1.53E+14,NL.IMBAG.Pand.0153100000249990,166.778
2102,1213734,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000241727,1.53E+14,1967,Pand in gebruik,,,,0,35.078,1.53E+14,NL.IMBAG.Pand.0153100000241727,35.078
2103,1241062,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000274236,1.53E+14,1967,Pand in gebruik,woonfunctie,121,121,1,137.506,1.53E+14,NL.IMBAG.Pand.0153100000274236,137.506
2104,1184684,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000209684,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,158.748,1.53E+14,NL.IMBAG.Pand.0153100000209684,158.748
2105,1184069,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000207910,1.53E+14,1967,Pand in gebruik,woonfunctie,127,127,1,163.881,1.53E+14,NL.IMBAG.Pand.0153100000207910,163.881
2106,1220214,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000250290,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,143.447,1.53E+14,NL.IMBAG.Pand.0153100000250290,143.447
2107,1202777,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000224343,1.53E+14,1967,Pand in gebruik,,,,0,19.963,1.53E+14,NL.IMBAG.Pand.0153100000224343,19.963
2108,1227570,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000253038,1.53E+14,1967,Pand in gebruik,,,,0,74.332,1.53E+14,NL.IMBAG.Pand.0153100000253038,74.332
2109,1209006,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000235002,1.53E+14,1967,Pand in gebruik,woonfunctie,133,133,1,218.226,1.53E+14,NL.IMBAG.Pand.0153100000235002,218.226
2110,1241044,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000275177,1.53E+14,1967,Pand in gebruik,,,,0,52.53,1.53E+14,NL.IMBAG.Pand.0153100000275177,52.53
2111,1213733,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000241726,1.53E+14,1967,Pand in gebruik,,,,0,60.548,1.53E+14,NL.IMBAG.Pand.0153100000241726,60.548
2112,1238560,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267356,1.53E+14,1967,Pand in gebruik,,,,0,20.528,1.53E+14,NL.IMBAG.Pand.0153100000267356,20.528
2113,1193396,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000216889,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,236.036,1.53E+14,NL.IMBAG.Pand.0153100000216889,236.036
2114,1229047,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000262086,1.53E+14,1967,Pand in gebruik,,,,0,34.777,1.53E+14,NL.IMBAG.Pand.0153100000262086,34.777
2115,1207547,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000233941,1.53E+14,1967,Pand in gebruik,,,,0,57.812,1.53E+14,NL.IMBAG.Pand.0153100000233941,57.812
2116,1220876,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244966,1.53E+14,1966,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",15,77,8,592.739,1.53E+14,NL.IMBAG.Pand.0153100000244966,592.739
2117,1202306,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000226488,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,174.281,1.53E+14,NL.IMBAG.Pand.0153100000226488,174.281
2118,1195947,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000219913,1.53E+14,1967,Pand in gebruik,,,,0,36.456,1.53E+14,NL.IMBAG.Pand.0153100000219913,36.456
2119,1210735,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000237916,1.53E+14,1967,Pand in gebruik,,,,0,28.053,1.53E+14,NL.IMBAG.Pand.0153100000237916,28.053
2120,1221536,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000251791,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,173.446,1.53E+14,NL.IMBAG.Pand.0153100000251791,173.446
2121,1220794,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000243421,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,176.688,1.53E+14,NL.IMBAG.Pand.0153100000243421,176.688
2122,1202519,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000224009,1.53E+14,1967,Pand in gebruik,,,,0,32.693,1.53E+14,NL.IMBAG.Pand.0153100000224009,32.693
2123,1211928,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000238437,1.53E+14,1967,Pand in gebruik,,,,0,19.885,1.53E+14,NL.IMBAG.Pand.0153100000238437,19.885
2124,1253383,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000287728,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,157.464,1.53E+14,NL.IMBAG.Pand.0153100000287728,157.464
2125,1255373,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000285374,1.53E+14,1966,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",15,77,8,541.935,1.53E+14,NL.IMBAG.Pand.0153100000285374,541.935
2126,1256355,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000287358,1.53E+14,1967,Pand in gebruik,,,,0,20.741,1.53E+14,NL.IMBAG.Pand.0153100000287358,20.741
2127,1259341,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000291966,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,144.023,1.53E+14,NL.IMBAG.Pand.0153100000291966,144.023
2128,1261921,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000293957,1.53E+14,1967,Pand in gebruik,,,,0,20.562,1.53E+14,NL.IMBAG.Pand.0153100000293957,20.562
2129,1266304,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503490,1.53E+14,2010,Pand in gebruik,,,,0,39.425,1.53E+14,NL.IMBAG.Pand.0153100000503490,39.425
2130,1266305,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503491,1.53E+14,2010,Pand in gebruik,,,,0,69.632,1.53E+14,NL.IMBAG.Pand.0153100000503491,69.632
2131,1267919,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000490275,1.53E+14,2007,Pand in gebruik,,,,0,111.544,1.53E+14,NL.IMBAG.Pand.0153100000490275,111.544
2132,1267968,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000490276,1.53E+14,2005,Pand in gebruik,,,,0,29.998,1.53E+14,NL.IMBAG.Pand.0153100000490276,29.998
2133,10936116,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000273086,1.53E+14,1967,Pand in gebruik,,,,0,32.453,1.53E+14,NL.IMBAG.Pand.0153100000273086,32.453
2134,10936367,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000239687,1.53E+14,1967,Pand in gebruik,woonfunctie,123,123,1,253.62,1.53E+14,NL.IMBAG.Pand.0153100000239687,253.62
2135,10936202,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000293386,1.53E+14,1954,Pand in gebruik,woonfunctie,93,93,1,243.043,1.53E+14,NL.IMBAG.Pand.0153100000293386,243.043
2136,1238545,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000268475,1.53E+14,1954,Pand in gebruik,woonfunctie,78,78,1,412.169,1.53E+14,NL.IMBAG.Pand.0153100000268475,412.169
2137,1246295,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000278778,1.53E+14,1954,Pand in gebruik,,,,0,89.08,1.53E+14,NL.IMBAG.Pand.0153100000278778,89.08
2138,1256468,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000293102,1.53E+14,1954,Pand in gebruik,,,,0,56.474,1.53E+14,NL.IMBAG.Pand.0153100000293102,56.474
2139,10936230,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244644,1.53E+14,1954,Pand in gebruik,woonfunctie,96,96,1,170.336,1.53E+14,NL.IMBAG.Pand.0153100000244644,170.336
2140,10936221,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227729,1.53E+14,1954,Pand in gebruik,woonfunctie,139,139,1,325.751,1.53E+14,NL.IMBAG.Pand.0153100000227729,325.751
2141,1194376,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000223095,1.53E+14,1954,Pand in gebruik,,,,0,75.24,1.53E+14,NL.IMBAG.Pand.0153100000223095,75.24
2142,1193748,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000211993,1.53E+14,1954,Pand in gebruik,,,,0,138.121,1.53E+14,NL.IMBAG.Pand.0153100000211993,138.121
2143,1239836,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000273128,1.53E+14,1954,Pand in gebruik,woonfunctie,97,97,1,220.398,1.53E+14,NL.IMBAG.Pand.0153100000273128,220.398
2144,10936254,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000251486,1.53E+14,1954,Pand in gebruik,woonfunctie,87,87,1,225.305,1.53E+14,NL.IMBAG.Pand.0153100000251486,225.305
2145,1258549,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000290410,1.53E+14,1954,Pand in gebruik,,,,0,37.514,1.53E+14,NL.IMBAG.Pand.0153100000290410,37.514
2146,1187289,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000212250,1.53E+14,1930,Pand in gebruik,,,,0,88.992,1.53E+14,NL.IMBAG.Pand.0153100000212250,88.992
2147,1183943,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000208305,1.53E+14,1954,Pand in gebruik,,,,0,52.643,1.53E+14,NL.IMBAG.Pand.0153100000208305,52.643
2148,1230880,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000256917,1.53E+14,1954,Pand in gebruik,,,,0,125.883,1.53E+14,NL.IMBAG.Pand.0153100000256917,125.883
2149,1183922,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000209165,1.53E+14,1930,Pand in gebruik,,,,0,58.985,1.53E+14,NL.IMBAG.Pand.0153100000209165,58.985
2150,1274368,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000508573,1.53E+14,2009,Pand in gebruik,,,,0,60.315,1.53E+14,NL.IMBAG.Pand.0153100000508573,60.315
2151,1250302,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000279017,1.53E+14,2007,Pand in gebruik,,,,0,164.266,1.53E+14,NL.IMBAG.Pand.0153100000279017,164.266
2152,1244019,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277263,1.53E+14,1954,Pand in gebruik,woonfunctie,62,62,1,114.857,1.53E+14,NL.IMBAG.Pand.0153100000277263,114.857
2153,10936326,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000291517,1.53E+14,1954,Pand in gebruik,woonfunctie,98,98,1,235.157,1.53E+14,NL.IMBAG.Pand.0153100000291517,235.157
2154,10936329,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000250236,1.53E+14,1954,Pand in gebruik,woonfunctie,90,90,1,135.509,1.53E+14,NL.IMBAG.Pand.0153100000250236,135.509
2155,10936350,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503493,1.53E+14,1954,Pand in gebruik,,,,0,80.153,1.53E+14,NL.IMBAG.Pand.0153100000503493,80.153
2156,10936353,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000503494,1.53E+14,1954,Pand in gebruik,,,,0,52.581,1.53E+14,NL.IMBAG.Pand.0153100000503494,52.581
2157,1222783,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000243537,1.53E+14,1948,Pand in gebruik,,,,0,41.264,1.53E+14,NL.IMBAG.Pand.0153100000243537,41.264
2158,1203591,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000226907,1.53E+14,1948,Pand in gebruik,,,,0,102.483,1.53E+14,NL.IMBAG.Pand.0153100000226907,102.483
2159,1195036,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000217810,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,203.887,1.53E+14,NL.IMBAG.Pand.0153100000217810,203.887
2160,1232828,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000266177,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,133.933,1.53E+14,NL.IMBAG.Pand.0153100000266177,133.933
2161,1212514,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000242776,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,143.252,1.53E+14,NL.IMBAG.Pand.0153100000242776,143.252
2162,1234426,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000266716,1.53E+14,1948,Pand in gebruik,,,,0,87.464,1.53E+14,NL.IMBAG.Pand.0153100000266716,87.464
2163,1229874,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000261663,1.53E+14,1948,Pand in gebruik,,,,0,143.536,1.53E+14,NL.IMBAG.Pand.0153100000261663,143.536
2164,1192396,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000216800,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,129.741,1.53E+14,NL.IMBAG.Pand.0153100000216800,129.741
2165,1207038,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000233355,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,150.286,1.53E+14,NL.IMBAG.Pand.0153100000233355,150.286
2166,1210053,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000238697,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,155.741,1.53E+14,NL.IMBAG.Pand.0153100000238697,155.741
2167,1228865,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000255911,1.53E+14,1948,Pand in gebruik,woonfunctie,114,114,1,215.147,1.53E+14,NL.IMBAG.Pand.0153100000255911,215.147
2168,1207816,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000234291,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,202.431,1.53E+14,NL.IMBAG.Pand.0153100000234291,202.431
2169,1180288,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000205212,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,139.249,1.53E+14,NL.IMBAG.Pand.0153100000205212,139.249
2170,1187052,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000209345,1.53E+14,1948,Pand in gebruik,,,,0,100.303,1.53E+14,NL.IMBAG.Pand.0153100000209345,100.303
2171,1183016,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000205846,1.53E+14,1948,Pand in gebruik,,,,0,138.587,1.53E+14,NL.IMBAG.Pand.0153100000205846,138.587
2172,1210107,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000242092,1.53E+14,1952,Pand in gebruik,,,,0,48.955,1.53E+14,NL.IMBAG.Pand.0153100000242092,48.955
2173,1221930,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000247795,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,136.772,1.53E+14,NL.IMBAG.Pand.0153100000247795,136.772
2174,1193581,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000216052,1.53E+14,1978,Pand in gebruik,,,,0,36.127,1.53E+14,NL.IMBAG.Pand.0153100000216052,36.127
2175,1228234,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000255869,1.53E+14,1948,Pand in gebruik,,,,0,80.02,1.53E+14,NL.IMBAG.Pand.0153100000255869,80.02
2176,1234164,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000268149,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,137.332,1.53E+14,NL.IMBAG.Pand.0153100000268149,137.332
2177,1179765,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000205609,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,134.921,1.53E+14,NL.IMBAG.Pand.0153100000205609,134.921
2178,1234958,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000265230,1.53E+14,1993,Pand in gebruik,,,,0,193.467,1.53E+14,NL.IMBAG.Pand.0153100000265230,193.467
2179,1214654,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000240956,1.53E+14,1948,Pand in gebruik,,,,0,103.085,1.53E+14,NL.IMBAG.Pand.0153100000240956,103.085
2180,1223109,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000246463,1.53E+14,1948,Pand in gebruik,woonfunctie,101,101,1,344.184,1.53E+14,NL.IMBAG.Pand.0153100000246463,344.184
2181,1178263,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203455,1.53E+14,1948,Pand in gebruik,woonfunctie,85,85,1,418.458,1.53E+14,NL.IMBAG.Pand.0153100000203455,418.458
2182,1219511,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244065,1.53E+14,1983,Pand in gebruik,,,,0,73.833,1.53E+14,NL.IMBAG.Pand.0153100000244065,73.833
2183,1175993,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203160,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,228.858,1.53E+14,NL.IMBAG.Pand.0153100000203160,228.858
2184,1236455,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000269687,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,157.282,1.53E+14,NL.IMBAG.Pand.0153100000269687,157.282
2185,1242427,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277146,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,139.512,1.53E+14,NL.IMBAG.Pand.0153100000277146,139.512
2186,1244486,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277640,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,127.783,1.53E+14,NL.IMBAG.Pand.0153100000277640,127.783
2187,1247200,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000279219,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,143.006,1.53E+14,NL.IMBAG.Pand.0153100000279219,143.006
2188,1247724,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277015,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,166.763,1.53E+14,NL.IMBAG.Pand.0153100000277015,166.763
2189,1248940,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277077,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,144.71,1.53E+14,NL.IMBAG.Pand.0153100000277077,144.71
2190,1249038,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000277836,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,158.149,1.53E+14,NL.IMBAG.Pand.0153100000277836,158.149
2191,1249236,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000280386,1.53E+14,1948,Pand in gebruik,woonfunctie,86,86,1,153.528,1.53E+14,NL.IMBAG.Pand.0153100000280386,153.528
2192,1261228,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000289949,1.53E+14,1948,Pand in gebruik,,,,0,127.368,1.53E+14,NL.IMBAG.Pand.0153100000289949,127.368
2193,11023067,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517980,1.53E+14,2023,Pand in gebruik,,,,0,98.777,1.53E+14,NL.IMBAG.Pand.0153100000517980,98.777
2194,1176782,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000203259,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,169.978,1.53E+14,NL.IMBAG.Pand.0153100000203259,169.978
2195,1241317,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000272773,1.53E+14,1967,Pand in gebruik,woonfunctie,156,156,1,204.356,1.53E+14,NL.IMBAG.Pand.0153100000272773,204.356
2196,1238718,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000261570,1.53E+14,1967,Pand in gebruik,,,,0,30.6,1.53E+14,NL.IMBAG.Pand.0153100000261570,30.6
2197,1240756,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000267461,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,168.645,1.53E+14,NL.IMBAG.Pand.0153100000267461,168.645
2198,1178416,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000204006,1.53E+14,1966,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",15,78,8,603.342,1.53E+14,NL.IMBAG.Pand.0153100000204006,603.342
2199,1217395,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000245812,1.53E+14,1930,Pand in gebruik,woonfunctie,90,90,1,163.738,1.53E+14,NL.IMBAG.Pand.0153100000245812,163.738
2200,1244858,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000279609,1.53E+14,1966,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",15,78,8,579.355,1.53E+14,NL.IMBAG.Pand.0153100000279609,579.355
2201,1233843,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000259573,1.53E+14,1930,Pand in gebruik,woonfunctie,101,101,1,184.69,1.53E+14,NL.IMBAG.Pand.0153100000259573,184.69
2202,1246818,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000281190,1.53E+14,1930,Pand in gebruik,woonfunctie,93,93,1,223.302,1.53E+14,NL.IMBAG.Pand.0153100000281190,223.302
2203,1175482,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000202648,1.53E+14,1930,Pand in gebruik,woonfunctie,94,94,1,170.591,1.53E+14,NL.IMBAG.Pand.0153100000202648,170.591
2204,1222392,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000250798,1.53E+14,1930,Pand in gebruik,woonfunctie,98,98,1,163.705,1.53E+14,NL.IMBAG.Pand.0153100000250798,163.705
2205,1202770,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000228285,1.53E+14,1930,Pand in gebruik,woonfunctie,98,98,1,175.47,1.53E+14,NL.IMBAG.Pand.0153100000228285,175.47
2206,1219788,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000252096,1.53E+14,1966,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",15,77,8,556.875,1.53E+14,NL.IMBAG.Pand.0153100000252096,556.875
2207,1191273,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000211555,1.53E+14,1930,Pand in gebruik,woonfunctie,119,119,1,183.529,1.53E+14,NL.IMBAG.Pand.0153100000211555,183.529
2208,1191986,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000219622,1.53E+14,1930,Pand in gebruik,,,,0,81.95,1.53E+14,NL.IMBAG.Pand.0153100000219622,81.95
2209,1195515,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000222170,1.53E+14,1930,Pand in gebruik,,,,0,101.685,1.53E+14,NL.IMBAG.Pand.0153100000222170,101.685
2210,1204664,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000234625,1.53E+14,1966,Pand in gebruik,"overige gebruiksfunctie,woonfunctie",61,179,8,586.421,1.53E+14,NL.IMBAG.Pand.0153100000234625,586.421
2211,1236693,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000269713,1.53E+14,1930,Pand in gebruik,woonfunctie,123,123,1,249.38,1.53E+14,NL.IMBAG.Pand.0153100000269713,249.38
2212,1227852,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000251043,1.53E+14,1930,Pand in gebruik,woonfunctie,102,102,1,186.883,1.53E+14,NL.IMBAG.Pand.0153100000251043,186.883
2213,1247308,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000279223,1.53E+14,1930,Pand in gebruik,woonfunctie,108,108,1,230.953,1.53E+14,NL.IMBAG.Pand.0153100000279223,230.953
2214,1209902,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000239212,1.53E+14,1930,Pand in gebruik,woonfunctie,107,107,1,169.878,1.53E+14,NL.IMBAG.Pand.0153100000239212,169.878
2215,1253402,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000284450,1.53E+14,1967,Pand in gebruik,,,,0,95.954,1.53E+14,NL.IMBAG.Pand.0153100000284450,95.954
2216,1257545,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000289322,1.53E+14,1967,Pand in gebruik,woonfunctie,118,118,1,174.771,1.53E+14,NL.IMBAG.Pand.0153100000289322,174.771
2217,1260038,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000292473,1.53E+14,1930,Pand in gebruik,woonfunctie,99,99,1,188.18,1.53E+14,NL.IMBAG.Pand.0153100000292473,188.18
2218,10936033,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000517256,1.53E+14,2022,Pand in gebruik,,,,0,53.602,1.53E+14,NL.IMBAG.Pand.0153100000517256,53.602
2219,10936457,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000276777,1.53E+14,1930,Pand in gebruik,woonfunctie,105,105,1,317.232,1.53E+14,NL.IMBAG.Pand.0153100000276777,317.232
2220,1205712,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000227045,1.53E+14,1930,Pand in gebruik,woonfunctie,114,114,1,241.383,1.53E+14,NL.IMBAG.Pand.0153100000227045,241.383
2221,1187906,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000214240,1.53E+14,1930,Pand in gebruik,woonfunctie,98,98,1,210.627,1.53E+14,NL.IMBAG.Pand.0153100000214240,210.627
2222,1185390,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000208036,1.53E+14,1930,Pand in gebruik,woonfunctie,110,110,1,221.527,1.53E+14,NL.IMBAG.Pand.0153100000208036,221.527
2223,1220176,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000244476,1.53E+14,1930,Pand in gebruik,woonfunctie,111,111,1,186.654,1.53E+14,NL.IMBAG.Pand.0153100000244476,186.654
2224,1225057,http://bag.basisregistraties.overheid.nl/bag/id/pand/0153100000246567,1.53E+14,1930,Pand in gebruik,woonfunctie,97,97,1,134.882,1.53E+14,NL.IMBAG.Pand.0153100000246567,134.882
